Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type
PÁFRÁNY UTCA,stimuli/objects/001a.jpg,object,left,Camponello,0,stimuli/objects/001a.jpg,stimuli/objects/031b.jpg,stimuli/objects/001b.jpg,stimuli/objects/031a.jpg,stimuli/objects/001a.jpg,dist2,lure,dist1,target
LÉTRA UTCA,stimuli/objects/058a.jpg,object,left,Camponello,2,stimuli/scenes/104a.jpg,stimuli/scenes/104b.jpg,stimuli/scenes/104a.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/032a.jpg,lure,target,dist2,dist1
SZŐLŐ UTCA,stimuli/objects/095a.jpg,object,left,Camponello,0,stimuli/objects/095a.jpg,stimuli/objects/095a.jpg,stimuli/scenes/083a.jpg,stimuli/objects/095b.jpg,stimuli/scenes/083b.jpg,target,dist1,lure,dist2
KÖTÉNY UTCA,stimuli/scenes/060a.jpg,scene,right,Camponello,2,stimuli/objects/007a.jpg,stimuli/objects/007a.jpg,stimuli/objects/057b.jpg,stimuli/objects/057a.jpg,stimuli/objects/007b.jpg,target,dist2,dist1,lure
CUKOR UTCA,stimuli/objects/030a.jpg,object,left,Camponello,1,stimuli/objects/022a.jpg,stimuli/objects/022a.jpg,stimuli/objects/049a.jpg,stimuli/objects/049b.jpg,stimuli/objects/022b.jpg,target,dist1,dist2,lure
KECSKE UTCA,stimuli/scenes/116a.jpg,scene,right,Camponello,0,stimuli/scenes/116a.jpg,stimuli/scenes/024a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/024b.jpg,dist1,lure,target,dist2
TOLMÁCS UTCA,stimuli/scenes/092a.jpg,scene,right,Camponello,0,stimuli/scenes/092a.jpg,stimuli/objects/032a.jpg,stimuli/objects/032b.jpg,stimuli/scenes/092b.jpg,stimuli/scenes/092a.jpg,dist1,dist2,lure,target
HEGEDŰ UTCA,stimuli/scenes/109a.jpg,scene,right,Camponello,0,stimuli/scenes/109a.jpg,stimuli/objects/079b.jpg,stimuli/scenes/109b.jpg,stimuli/objects/079a.jpg,stimuli/scenes/109a.jpg,dist2,lure,dist1,target
TÜKÖR UTCA,stimuli/objects/081a.jpg,object,left,Camponello,0,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,stimuli/objects/060a.jpg,stimuli/objects/081a.jpg,stimuli/objects/060b.jpg,lure,dist1,target,dist2
ASZTAL UTCA,stimuli/scenes/047a.jpg,scene,right,Camponello,0,stimuli/scenes/047a.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/047a.jpg,stimuli/scenes/047b.jpg,stimuli/scenes/059b.jpg,dist1,target,lure,dist2
CSILLAG UTCA,stimuli/objects/119a.jpg,object,left,Camponello,0,stimuli/objects/119a.jpg,stimuli/scenes/062a.jpg,stimuli/scenes/062b.jpg,stimuli/objects/119a.jpg,stimuli/objects/119b.jpg,dist1,dist2,target,lure
BAGOLY UTCA,stimuli/objects/116a.jpg,object,left,Camponello,0,stimuli/objects/116a.jpg,stimuli/objects/016a.jpg,stimuli/objects/016b.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,dist1,dist2,target,lure
SZŐNYEG UTCA,stimuli/objects/026a.jpg,object,left,Camponello,0,stimuli/objects/026a.jpg,stimuli/objects/026a.jpg,stimuli/objects/099a.jpg,stimuli/objects/026b.jpg,stimuli/objects/099b.jpg,target,dist1,lure,dist2
KERET UTCA,stimuli/objects/023a.jpg,object,left,Camponello,2,stimuli/scenes/108a.jpg,stimuli/scenes/108b.jpg,stimuli/scenes/094b.jpg,stimuli/scenes/094a.jpg,stimuli/scenes/108a.jpg,lure,dist2,dist1,target
PIZSAMA UTCA,stimuli/scenes/041a.jpg,scene,right,Camponello,0,stimuli/scenes/041a.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/041b.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/082a.jpg,dist2,lure,target,dist1
ZSEMLE UTCA,stimuli/scenes/105a.jpg,scene,right,Camponello,0,stimuli/scenes/105a.jpg,stimuli/scenes/105a.jpg,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/105b.jpg,target,dist1,dist2,lure
ECSET UTCA,stimuli/scenes/120a.jpg,scene,right,Camponello,0,stimuli/scenes/120a.jpg,stimuli/scenes/120a.jpg,stimuli/scenes/120b.jpg,stimuli/objects/082b.jpg,stimuli/objects/082a.jpg,target,lure,dist2,dist1
MOTOR UTCA,stimuli/objects/004a.jpg,object,left,Camponello,2,stimuli/scenes/079a.jpg,stimuli/objects/073a.jpg,stimuli/scenes/079a.jpg,stimuli/scenes/079b.jpg,stimuli/objects/073b.jpg,dist1,target,lure,dist2
LEGELŐ UTCA,stimuli/objects/037a.jpg,object,left,Camponello,0,stimuli/objects/037a.jpg,stimuli/objects/037b.jpg,stimuli/scenes/021a.jpg,stimuli/objects/037a.jpg,stimuli/scenes/021b.jpg,lure,dist1,target,dist2
PAPAGÁJ UTCA,stimuli/objects/082a.jpg,object,left,Camponello,0,stimuli/objects/082a.jpg,stimuli/scenes/092a.jpg,stimuli/objects/082a.jpg,stimuli/scenes/092b.jpg,stimuli/objects/082b.jpg,dist1,target,dist2,lure
LEVÉL UTCA,stimuli/scenes/073a.jpg,scene,right,Camponello,1,stimuli/scenes/113a.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/023b.jpg,target,dist1,lure,dist2
FÉNYKÉP UTCA,stimuli/scenes/049a.jpg,scene,right,Camponello,0,stimuli/scenes/049a.jpg,stimuli/scenes/105a.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/105b.jpg,dist1,lure,target,dist2
KALAPÁCS UTCA,stimuli/objects/011a.jpg,object,left,Camponello,0,stimuli/objects/011a.jpg,stimuli/scenes/003a.jpg,stimuli/scenes/003b.jpg,stimuli/objects/011b.jpg,stimuli/objects/011a.jpg,dist1,dist2,lure,target
BETON UTCA,stimuli/scenes/031a.jpg,scene,right,Camponello,0,stimuli/scenes/031a.jpg,stimuli/scenes/047a.jpg,stimuli/scenes/031a.jpg,stimuli/scenes/047b.jpg,stimuli/scenes/031b.jpg,dist1,target,dist2,lure
FIÓK UTCA,stimuli/scenes/062a.jpg,scene,right,Camponello,0,stimuli/scenes/062a.jpg,stimuli/scenes/062a.jpg,stimuli/objects/011b.jpg,stimuli/objects/011a.jpg,stimuli/scenes/062b.jpg,target,dist2,dist1,lure
MARTINI UTCA,stimuli/scenes/001a.jpg,scene,right,Camponello,0,stimuli/scenes/001a.jpg,stimuli/scenes/001a.jpg,stimuli/objects/053b.jpg,stimuli/objects/053a.jpg,stimuli/scenes/001b.jpg,target,dist2,dist1,lure
ORVOS UTCA,stimuli/objects/020a.jpg,object,left,Camponello,0,stimuli/objects/020a.jpg,stimuli/objects/020b.jpg,stimuli/scenes/064a.jpg,stimuli/scenes/064b.jpg,stimuli/objects/020a.jpg,lure,dist1,dist2,target
KRÉTA UTCA,stimuli/scenes/064a.jpg,scene,right,Camponello,0,stimuli/scenes/064a.jpg,stimuli/objects/001b.jpg,stimuli/objects/001a.jpg,stimuli/scenes/064b.jpg,stimuli/scenes/064a.jpg,dist2,dist1,lure,target
MÁLNA UTCA,stimuli/objects/069a.jpg,object,left,Camponello,0,stimuli/objects/069a.jpg,stimuli/objects/069a.jpg,stimuli/objects/017b.jpg,stimuli/objects/017a.jpg,stimuli/objects/069b.jpg,target,dist2,dist1,lure
VIHAR UTCA,stimuli/scenes/065a.jpg,scene,right,Camponello,2,stimuli/objects/019a.jpg,stimuli/scenes/040a.jpg,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,stimuli/scenes/040b.jpg,dist1,target,lure,dist2
LOVAGLÁS UTCA,stimuli/scenes/048a.jpg,scene,right,Camponello,2,stimuli/objects/057a.jpg,stimuli/objects/019b.jpg,stimuli/objects/057a.jpg,stimuli/objects/019a.jpg,stimuli/objects/057b.jpg,dist2,target,dist1,lure
KARTON UTCA,stimuli/objects/074a.jpg,object,left,Camponello,0,stimuli/objects/074a.jpg,stimuli/objects/074b.jpg,stimuli/objects/074a.jpg,stimuli/scenes/026a.jpg,stimuli/scenes/026b.jpg,lure,target,dist1,dist2
BANÁN UTCA,stimuli/objects/040a.jpg,object,left,Camponello,0,stimuli/objects/040a.jpg,stimuli/objects/040b.jpg,stimuli/objects/040a.jpg,stimuli/scenes/088a.jpg,stimuli/scenes/088b.jpg,lure,target,dist1,dist2
MENTA UTCA,stimuli/scenes/022a.jpg,scene,right,Camponello,0,stimuli/scenes/022a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/116a.jpg,dist2,lure,target,dist1
FÓKA UTCA,stimuli/scenes/086a.jpg,scene,right,Camponello,0,stimuli/scenes/086a.jpg,stimuli/scenes/086a.jpg,stimuli/objects/026b.jpg,stimuli/scenes/086b.jpg,stimuli/objects/026a.jpg,target,dist2,lure,dist1
ÁRNYÉK UTCA,stimuli/objects/053a.jpg,object,left,Camponello,0,stimuli/objects/053a.jpg,stimuli/scenes/109a.jpg,stimuli/objects/053b.jpg,stimuli/objects/053a.jpg,stimuli/scenes/109b.jpg,dist1,lure,target,dist2
BÚJÓCSKA UTCA,stimuli/objects/109a.jpg,object,left,Camponello,1,stimuli/objects/052a.jpg,stimuli/objects/052b.jpg,stimuli/objects/052a.jpg,stimuli/objects/100a.jpg,stimuli/objects/100b.jpg,lure,target,dist1,dist2
KOCKA UTCA,stimuli/objects/032a.jpg,object,left,Camponello,0,stimuli/objects/032a.jpg,stimuli/scenes/035a.jpg,stimuli/scenes/035b.jpg,stimuli/objects/032a.jpg,stimuli/objects/032b.jpg,dist1,dist2,target,lure
KOCSI UTCA,stimuli/objects/003a.jpg,object,left,Camponello,0,stimuli/objects/003a.jpg,stimuli/objects/020a.jpg,stimuli/objects/003b.jpg,stimuli/objects/020b.jpg,stimuli/objects/003a.jpg,dist1,lure,dist2,target
BOHÓC UTCA,stimuli/objects/044a.jpg,object,left,Camponello,1,stimuli/objects/027a.jpg,stimuli/scenes/113a.jpg,stimuli/scenes/113b.jpg,stimuli/objects/027a.jpg,stimuli/objects/027b.jpg,dist1,dist2,target,lure
TORONY UTCA,stimuli/scenes/112a.jpg,scene,right,Camponello,0,stimuli/scenes/112a.jpg,stimuli/scenes/112b.jpg,stimuli/scenes/112a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,lure,target,dist1,dist2
KERÉK UTCA,stimuli/objects/090a.jpg,object,left,Camponello,0,stimuli/objects/090a.jpg,stimuli/objects/090b.jpg,stimuli/objects/074b.jpg,stimuli/objects/090a.jpg,stimuli/objects/074a.jpg,lure,dist2,target,dist1
BÖGRE UTCA,stimuli/scenes/111a.jpg,scene,right,Camponello,2,stimuli/objects/018a.jpg,stimuli/objects/018b.jpg,stimuli/objects/007a.jpg,stimuli/objects/018a.jpg,stimuli/objects/007b.jpg,lure,dist1,target,dist2
TRIATLON UTCA,stimuli/scenes/059a.jpg,scene,right,Camponello,0,stimuli/scenes/059a.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/120a.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/059a.jpg,lure,dist1,dist2,target
KÖTÉL UTCA,stimuli/objects/104a.jpg,object,left,Camponello,0,stimuli/objects/104a.jpg,stimuli/objects/104a.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/049a.jpg,stimuli/objects/104b.jpg,target,dist2,dist1,lure
SZÖCSKE UTCA,stimuli/scenes/097a.jpg,scene,right,Camponello,1,stimuli/scenes/023a.jpg,stimuli/scenes/023a.jpg,stimuli/objects/014a.jpg,stimuli/scenes/023b.jpg,stimuli/objects/014b.jpg,target,dist1,lure,dist2
TÉRKÉP UTCA,stimuli/scenes/033a.jpg,scene,right,Camponello,0,stimuli/scenes/033a.jpg,stimuli/scenes/033a.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/033b.jpg,target,dist2,dist1,lure
TELEP UTCA,stimuli/objects/045a.jpg,object,left,Camponello,1,stimuli/objects/049a.jpg,stimuli/objects/052a.jpg,stimuli/objects/049b.jpg,stimuli/objects/049a.jpg,stimuli/objects/052b.jpg,dist1,lure,target,dist2
POGÁCSA UTCA,stimuli/objects/038a.jpg,object,left,Camponello,0,stimuli/objects/038a.jpg,stimuli/objects/095b.jpg,stimuli/objects/038b.jpg,stimuli/objects/038a.jpg,stimuli/objects/095a.jpg,dist2,lure,target,dist1
KESELYŰ UTCA,stimuli/scenes/103a.jpg,scene,right,Camponello,2,stimuli/objects/073a.jpg,stimuli/scenes/104b.jpg,stimuli/objects/073b.jpg,stimuli/scenes/104a.jpg,stimuli/objects/073a.jpg,dist2,lure,dist1,target
TENISZ UTCA,stimuli/scenes/058a.jpg,scene,right,Camponello,1,stimuli/scenes/099a.jpg,stimuli/scenes/099b.jpg,stimuli/objects/027a.jpg,stimuli/scenes/099a.jpg,stimuli/objects/027b.jpg,lure,dist1,target,dist2
SÜTŐ UTCA,stimuli/scenes/015a.jpg,scene,right,Camponello,2,stimuli/objects/118a.jpg,stimuli/scenes/079a.jpg,stimuli/objects/118a.jpg,stimuli/scenes/079b.jpg,stimuli/objects/118b.jpg,dist1,target,dist2,lure
TISZTÁS UTCA,stimuli/objects/017a.jpg,object,left,Camponello,0,stimuli/objects/017a.jpg,stimuli/objects/017b.jpg,stimuli/objects/088a.jpg,stimuli/objects/088b.jpg,stimuli/objects/017a.jpg,lure,dist1,dist2,target
VÁSÁR UTCA,stimuli/objects/083a.jpg,object,left,Camponello,2,stimuli/scenes/040a.jpg,stimuli/scenes/040b.jpg,stimuli/objects/018b.jpg,stimuli/scenes/040a.jpg,stimuli/objects/018a.jpg,lure,dist2,target,dist1
SZOBOR UTCA,stimuli/scenes/082a.jpg,scene,right,Camponello,0,stimuli/scenes/082a.jpg,stimuli/scenes/041b.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/082b.jpg,stimuli/scenes/082a.jpg,dist2,dist1,lure,target
